CBSA,Name,TotalCases,TotalDeaths,Population2010,WeightedDensity,Date,Day,Cases,Deaths,DeathsPerMillion,deathGrowthRate,deathGrowthRatePerMill,deathGrowthRatePerMillSmoothed,deathsSmoothed,deathsSmoothedPerMillion
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-04,-13,10,0,0.0,-0.1818,0.0,-0.0096,0.0909,0.0048
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-05,-12,20,0,0.0,-0.1071,0.0,-0.0057,-0.0909,-0.0048
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-06,-11,42,0,0.0,0.0271,0.0,0.0014,-0.1234,-0.0065
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-07,-10,78,0,0.0,0.131,0.0,0.0069,-0.0368,-0.0019
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-08,-9,94,0,0.0,0.2045,0.0,0.0108,0.1385,0.0073
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-09,-8,129,0,0.0,0.1537,0.0265,0.0081,0.3723,0.0197
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-10,-7,145,1,0.0529181474266778,0.2143,0.0265,0.0113,0.4459,0.0236
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-11,-6,180,1,0.0529181474266778,0.2944,0.0,0.0156,0.8009,0.0424
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-12,-5,242,1,0.0529181474266778,0.29,0.0,0.0153,1.0346,0.0548
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-13,-4,291,1,0.0529181474266778,0.6667,0.0529,0.0353,1.381,0.0731
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-14,-3,379,3,0.1587544422800334,1.2489,0.0529,0.0661,2.368,0.1253
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-15,-2,446,3,0.1587544422800334,1.7316,0.0794,0.0916,3.8788,0.2053
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-16,-1,571,6,0.3175088845600668,2.342,0.1852,0.1239,5.8312,0.3086
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-17,0,866,10,0.5291814742667781,3.4957,0.1588,0.185,8.5628,0.4531
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-18,1,1254,12,0.6350177691201336,4.9221,0.1852,0.2605,12.8225,0.6785
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-19,2,2093,17,0.8996085062535227,5.645,0.344,0.2987,18.4069,0.9741
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-20,3,3154,25,1.322953685666945,6.2792,0.4763,0.3323,24.1126,1.276
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-21,4,4672,35,1.8521351599337232,9.2771,0.4498,0.4909,30.9654,1.6386
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-22,5,6881,42,2.222562191920468,13.381,0.4763,0.7081,42.6667,2.2578
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-23,6,9705,53,2.8046618136139236,16.6299,0.8731,0.88,57.7273,3.0548
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-24,7,12215,75,3.9688610570008356,23.7641,1.4552,1.2576,75.9264,4.0179
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-25,8,14618,108,5.715159922081203,28.9307,1.5082,1.531,105.2554,5.5699
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-26,9,18963,132,6.985195460321471,29.8074,1.5875,1.5774,133.7879,7.0798
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-27,10,23236,168,8.890248767681872,32.9675,2.4078,1.7446,164.8701,8.7246
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-28,11,27704,223,11.80074687614915,36.4177,1.6405,1.9272,199.7229,10.569
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-29,12,32057,230,12.171173908135895,57.4286,2.2755,3.039,237.7056,12.5789
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-30,13,37130,309,16.351707554843443,71.7208,4.551,3.7953,314.5801,16.647
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-31,14,42370,402,21.27309526552448,127.1212,6.0327,6.727,381.1472,20.1696
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-01,15,47941,537,28.41704516812598,214.7576,10.4249,11.3646,568.8225,30.101
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-02,16,54235,796,42.12284535163553,257.9069,11.0599,13.648,810.6623,42.8987
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-03,17,62457,955,50.5368307924773,303.2673,22.1992,16.0483,1084.6364,57.3969
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-04,18,72049,1635,86.5211710426182,341.4116,19.712,18.0669,1417.197,74.9954
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-05,19,78049,1700,89.96085062535226,349.5934,10.9276,18.4998,1767.4596,93.5307
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-06,20,85289,2048,108.37636592983614,338.7348,20.691,17.9252,2116.3838,111.9951
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-07,21,92451,2482,131.34284191301433,328.5455,22.9665,17.386,2444.9293,129.3811
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-10,-10,2,0,0.0,0.1515,0.0,0.0353,-0.0707,-0.0165
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-11,-9,2,0,0.0,0.0758,0.0,0.0176,0.0808,0.0188
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-12,-8,5,0,0.0,-0.0404,0.0,-0.0094,0.0808,0.0188
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-13,-7,14,0,0.0,-0.0859,0.0,-0.02,0.0,0.0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-14,-6,20,0,0.0,-0.1061,0.0,-0.0247,-0.0909,-0.0212
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-15,-5,34,0,0.0,0.039,0.0,0.0091,-0.2121,-0.0494
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-16,-4,35,0,0.0,0.3701,0.0,0.0862,-0.013,-0.003
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-17,-3,43,0,0.0,0.6558,0.1164,0.1527,0.5281,0.1229
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-18,-2,58,1,0.23276112889147513,0.7013,0.3491,0.1632,1.2987,0.3023
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-19,-1,286,3,0.6982833866744254,0.987,0.3491,0.2297,1.9307,0.4494
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-20,0,496,4,0.9310445155659005,1.2576,0.2328,0.2927,3.2727,0.7618
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-21,1,692,5,1.1638056444573757,2.2316,0.3491,0.5194,4.4459,1.0348
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-22,2,909,7,1.629327902240326,4.5411,1.0474,1.057,7.7359,1.8006
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-23,3,1158,14,3.258655804480652,8.0844,1.5129,1.8817,13.5281,3.1488
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-24,4,1548,20,4.655222577829503,12.5519,2.9095,2.9216,23.9048,5.5641
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-25,5,1973,39,9.07768402676753,14.2662,4.0733,3.3206,38.632,8.992
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-26,6,2468,55,12.801862089031133,15.5108,4.5388,3.6103,52.4372,12.2053
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-27,7,3088,78,18.15536805353506,21.1753,4.7716,4.9288,69.6537,16.2127
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-28,8,3929,96,22.34506837358161,29.0303,3.9569,6.7571,94.7879,22.0629
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-29,9,4577,112,26.069246435845216,40.0952,8.7285,9.3326,127.7143,29.7269
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-30,10,5409,171,39.80215304044225,52.6342,14.3148,12.2512,174.9784,40.7282
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-31,11,6328,235,54.69886528949665,60.8268,14.7803,14.1581,232.9827,54.2293
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-01,12,7618,298,69.36281640965959,63.6104,16.1769,14.806,296.632,69.0444
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-02,13,8815,374,87.05266220541169,61.7662,14.8967,14.3768,360.2035,83.8414
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-03,14,10405,426,99.1562409077684,60.3409,11.8708,14.045,420.1645,97.798
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-04,15,11626,476,110.79429735234216,65.1057,13.8493,15.1541,480.8853,111.9314
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-05,16,12869,545,126.85481524585394,76.3351,18.6209,17.7679,550.3759,128.1061
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-06,17,14111,636,148.03607797497818,92.4838,22.2287,21.5266,633.5556,147.4671
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-07,18,15535,736,171.31219086412568,101.7879,23.2761,23.6923,735.3434,171.1594
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-21,-40,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-22,-39,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-23,-38,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-24,-37,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-25,-36,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-26,-35,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-27,-34,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-28,-33,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-29,-32,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-30,-31,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-31,-30,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-01,-29,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-02,-28,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-03,-27,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-04,-26,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-05,-25,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-06,-24,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-07,-23,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-08,-22,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-09,-21,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-10,-20,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-11,-19,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-12,-18,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-13,-17,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-14,-16,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-15,-15,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-16,-14,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-17,-13,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-18,-12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-19,-11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-20,-10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-21,-9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-22,-8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-23,-7,1,0,0.0,0.0,0.0,0.0,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-24,-6,1,0,0.0,-0.0455,0.0,-0.0132,0.0,0.0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-25,-5,1,0,0.0,-0.1061,0.0,-0.0308,-0.0909,-0.0264
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-26,-4,1,0,0.0,-0.0519,0.0,-0.0151,-0.2121,-0.0617
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-27,-3,1,0,0.0,0.2035,0.0,0.0591,-0.1948,-0.0566
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-28,-2,3,0,0.0,0.8853,0.1454,0.2574,0.1948,0.0566
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-29,-1,6,1,0.29071381579616773,1.7814,0.4361,0.5179,1.5758,0.4581
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-01,0,13,3,0.8721414473885033,2.2987,0.7268,0.6683,3.7576,1.0924
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-02,1,18,6,1.7442828947770066,2.2338,1.0175,0.6494,6.1732,1.7946
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-03,2,27,10,2.9071381579616777,2.0043,0.7268,0.5827,8.2251,2.3912
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-04,3,41,11,3.1978519737578455,1.8117,0.1454,0.5267,10.1818,2.96
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-05,4,69,11,3.1978519737578455,1.6667,0.1454,0.4845,11.8485,3.4445
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-06,5,78,12,3.488565789554013,1.6299,0.7268,0.4738,13.5152,3.929
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-07,6,101,16,4.651421052738684,2.0931,0.8721,0.6085,15.1082,4.3922
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-08,7,131,18,5.232848684331019,2.8009,0.7268,0.8143,17.7013,5.146
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-09,8,169,21,6.104990131719523,3.2078,0.7268,0.9325,20.71,6.0207
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-10,9,266,23,6.686417763311859,3.4805,1.0175,1.0118,24.1169,7.0111
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-11,10,321,28,8.139986842292696,3.539,1.1629,1.0288,27.671,8.0443
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-12,11,395,31,9.0121282896812,3.6169,1.1629,1.0515,31.1948,9.0688
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-13,12,480,36,10.465697368662038,3.4524,1.1629,1.0037,34.9048,10.1473
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-14,13,569,39,11.337838816050542,3.6645,0.7268,1.0653,38.0996,11.0761
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-15,14,625,41,11.919266447642878,4.6039,1.1629,1.3384,42.2338,12.2779
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-16,15,732,47,13.663549342419884,5.3939,1.4536,1.5681,47.3074,13.7529
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-17,16,827,51,14.826404605604555,6.7597,2.3257,1.9651,53.0216,15.4141
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-18,17,928,63,18.314970395158568,7.7121,2.4711,2.242,60.8268,17.6832
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-19,18,1115,68,19.768539474139406,7.4026,1.8896,2.152,68.4459,19.8982
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-20,19,1261,76,22.094250000508747,7.6169,2.6164,2.2143,75.632,21.9873
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-21,20,1476,86,25.001388158470427,7.5584,1.7443,2.1973,83.6797,24.3268
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-22,21,1623,88,25.582815790062764,7.4805,1.8896,2.1747,90.7489,26.382
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-23,22,1810,99,28.780667763820606,9.1234,3.3432,2.6523,98.6407,28.6762
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-24,23,2029,111,32.26923355337462,11.5433,2.7618,3.3558,108.9957,31.6865
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-25,24,2148,118,34.304230263947794,13.5368,3.1979,3.9353,121.7273,35.3878
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-26,25,2543,133,38.66493750089031,14.5368,5.3782,4.226,136.0693,39.5572
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-27,26,2974,155,45.060641448406,13.4848,4.7968,3.9202,150.8009,43.8399
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-28,27,3273,166,48.258493422163845,12.4026,2.9071,3.6056,163.039,47.3977
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-29,28,3547,175,50.87491776432935,11.7424,3.1979,3.4137,175.6061,51.0511
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-30,29,3810,188,54.65419736967954,10.3117,2.1804,2.9978,186.5238,54.225
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-03-31,30,3912,190,55.23562500127187,11.21,3.4886,3.2589,196.2294,57.0466
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-01,31,4225,212,61.63132894878756,12.9221,4.7968,3.7566,208.9437,60.7428
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-02,32,4531,223,64.8291809225454,14.355,3.4886,4.1732,222.0736,64.5599
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-03,33,4815,236,68.60846052789559,16.21,4.7968,4.7125,237.6537,69.0892
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-04,34,5028,256,74.42273684381894,17.1544,4.6514,4.987,254.4935,73.9848
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-05,35,5421,268,77.91130263337296,17.5462,5.3782,5.1009,271.9625,79.0633
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-06,36,5658,293,85.17914802827715,17.4632,5.5236,5.0768,289.5859,84.1866
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-04-07,37,5912,306,88.95842763362734,17.303,3.7793,5.0302,306.8889,89.2168
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-09,-6,1,0,0.0,-0.1061,0.0,-0.0908,0.0505,0.0432
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-10,-5,6,0,0.0,-0.0736,0.0,-0.063,-0.0556,-0.0476
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-11,-4,12,0,0.0,0.0267,0.0,0.0229,-0.0967,-0.0828
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-12,-3,13,0,0.0,0.1977,0.0,0.1693,-0.0022,-0.0019
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-13,-2,34,0,0.0,0.4491,0.4282,0.3846,0.2987,0.2558
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-14,-1,71,1,0.8563374106411912,0.7532,0.8563,0.645,0.8961,0.7674
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-15,0,97,2,1.7126748212823824,1.2771,0.8563,1.0936,1.8052,1.5459
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-16,1,128,3,2.5690122319235735,1.5238,1.2845,1.3049,3.4502,2.9545
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-17,2,183,5,4.281687053205956,1.6558,1.7127,1.418,4.8528,4.1556
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-18,3,259,7,5.994361874488338,2.0043,2.1408,1.7164,6.7619,5.7905
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-19,4,344,10,8.563374106411912,2.3874,1.2845,2.0445,8.8615,7.5884
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-20,5,465,10,8.563374106411912,2.7835,2.569,2.3837,11.5368,9.8794
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-21,6,639,16,13.701398570259059,3.8268,3.8535,3.2771,14.4286,12.3557
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-22,7,697,19,16.27041080218263,5.4177,4.2817,4.6394,19.1905,16.4335
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-23,8,928,26,22.264772676670972,8.5996,6.4225,7.3641,25.2641,21.6346
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-24,9,1092,34,29.115471961800502,13.2727,10.276,11.3659,36.3896,31.1618
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-25,10,1343,50,42.81687053205956,16.0022,13.2732,13.7033,51.8095,44.3664
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-26,11,1674,65,55.66193169167743,16.4329,18.8394,14.0721,68.3939,58.5683
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-27,12,1980,94,80.49571660027198,18.2056,19.2676,15.5902,84.6753,72.5106
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-28,13,2370,110,94.19711517053103,21.6299,10.276,18.5225,104.8052,89.7486
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-29,14,2457,118,101.04781445566056,23.5974,14.9859,20.2073,127.9351,109.5556
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-30,15,2755,145,124.16892454297272,25.9502,29.9718,22.2221,152.0,130.1633
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-31,16,3607,188,160.99143320054395,30.5498,30.4,26.1609,179.8355,153.9999
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-01,17,4400,216,184.9688806984973,34.7532,22.6929,29.7605,213.0996,182.4851
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-02,18,6538,241,206.37731596452707,33.7121,29.9718,28.869,249.342,213.5209
