CBSA,Name,TotalCases,TotalDeaths,Population2010,WeightedDensity,Date,Cases,Deaths
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-04,10,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-05,20,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-06,42,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-07,78,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-08,94,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-09,129,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-10,145,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-11,180,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-12,242,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-13,291,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-14,379,3
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-15,446,3
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-16,571,6
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-17,866,10
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-18,1254,12
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-19,2093,17
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-20,3154,25
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-21,4672,35
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-22,6881,42
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-23,9705,53
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-24,12215,75
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-25,14618,108
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-26,18963,132
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-27,23236,168
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-28,27704,223
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-29,32057,230
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-30,37130,309
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-03-31,42370,402
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-01,47941,537
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-02,54235,796
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-03,62457,955
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-04,72049,1635
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-05,78049,1700
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-06,85289,2048
35620,"New York-Newark-Jersey City, NY-NJ-PA",732016,12010,18897109.0,31251,2020-04-07,92451,2482
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-10,2,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-11,2,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-12,5,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-13,14,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-14,20,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-15,34,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-16,35,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-17,43,0
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-18,58,1
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-19,286,3
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-20,496,4
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-21,692,5
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-22,909,7
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-23,1158,14
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-24,1548,20
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-25,1973,39
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-26,2468,55
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-27,3088,78
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-28,3929,96
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-29,4577,112
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-30,5409,171
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-03-31,6328,235
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-01,7618,298
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-02,8815,374
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-03,10405,426
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-04,11626,476
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-05,12869,545
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-06,14111,636
19820,"Detroit-Warren-Dearborn, MI",114053,4331,4296250.0,3800,2020-04-07,15535,736
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-24,1,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-25,1,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-26,1,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-27,1,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-28,1,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-29,1,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-30,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-31,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-01,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-02,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-03,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-04,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-05,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-06,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-07,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-08,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-09,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-10,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-11,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-12,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-13,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-14,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-15,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-16,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-17,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-18,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-19,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-20,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-21,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-22,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-23,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-24,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-25,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-26,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-27,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-28,2,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-29,3,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-01,3,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-02,4,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-03,4,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-04,4,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-05,5,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-06,6,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-07,6,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-08,7,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-09,11,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-10,19,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-11,25,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-12,32,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-13,46,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-14,60,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-15,85,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-16,93,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-17,153,1
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-18,269,1
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-19,404,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-20,562,4
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-21,726,5
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-22,1024,7
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-23,1200,10
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-24,1507,14
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-25,1840,17
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-26,2492,25
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-27,2989,35
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-28,3496,48
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-29,4525,66
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-30,4957,76
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-31,5905,103
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-01,6870,142
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-02,7568,157
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-03,8758,203
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-04,10201,237
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-05,11050,268
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-06,11990,297
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-07,13212,366
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-01,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-02,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-03,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-04,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-05,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-06,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-07,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-08,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-09,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-10,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-11,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-12,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-13,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-14,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-15,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-16,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-17,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-18,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-19,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-20,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-21,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-22,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-23,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-24,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-25,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-26,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-27,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-28,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-02-29,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-01,1,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-02,2,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-03,2,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-04,2,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-05,3,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-06,8,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-07,13,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-08,27,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-09,36,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-10,86,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-11,86,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-12,100,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-13,116,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-14,129,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-15,155,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-16,183,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-17,201,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-18,232,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-19,285,0
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-20,355,1
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-21,441,2
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-22,516,3
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-23,615,3
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-24,896,4
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-25,1351,5
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-26,1737,12
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-27,2332,17
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-28,3017,21
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-29,3481,25
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-30,4055,32
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-03-31,4859,52
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-01,5665,73
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-02,6569,95
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-03,7639,116
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-04,8650,125
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-05,9304,134
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-06,10273,154
14460,"Boston-Cambridge-Newton, MA-NH",84811,1082,4552402.0,7980,2020-04-07,11360,208
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-09,1,0
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-10,6,0
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-11,12,0
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-12,13,0
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-13,34,0
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-14,71,1
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-15,97,2
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-16,128,3
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-17,183,5
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-18,259,7
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-19,344,10
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-20,465,10
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-21,639,16
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-22,697,19
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-23,928,26
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-24,1092,34
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-25,1343,50
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-26,1674,65
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-27,1980,94
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-28,2370,110
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-29,2457,118
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-30,2755,145
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-03-31,3607,188
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-01,4400,216
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-02,6538,241
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-03,7293,286
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-04,8571,315
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-05,8808,345
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-06,9917,368
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-07,10869,415
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-21,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-22,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-23,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-24,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-25,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-26,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-27,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-28,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-29,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-30,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-01-31,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-01,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-02,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-03,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-04,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-05,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-06,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-07,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-08,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-09,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-10,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-11,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-12,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-13,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-14,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-15,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-16,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-17,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-18,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-19,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-20,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-21,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-22,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-23,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-24,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-25,1,0
42660,"Seattle-Tacoma-Bellevue, WA",72948,3915,3439809.0,4721,2020-02-26,1,0
